Legislation Number,URL,Congress,Sponsor,Number of Cosponsors,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor
S. 476,https://www.congress.gov/bill/113th-congress/senate-bill/476,113th Congress (2013-2014),"Cardin, Benjamin L. [Sen.-D-MD]",1,"Mikulski, Barbara A. [Sen.-D-MD]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 459,https://www.congress.gov/bill/113th-congress/senate-bill/459,113th Congress (2013-2014),"Johnson, Tim [Sen.-D-SD]",1,"Thune, John [Sen.-R-SD]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 404,https://www.congress.gov/bill/113th-congress/senate-bill/404,113th Congress (2013-2014),"Murray, Patty [Sen.-D-WA]",1,"Cantwell, Maria [Sen.-D-WA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 393,https://www.congress.gov/bill/113th-congress/senate-bill/393,113th Congress (2013-2014),"Coons, Christopher A. [Sen.-D-DE]",2,"Carper, Thomas R. [Sen.-D-DE]","Casey, Robert P., Jr. [Sen.-D-PA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 383,https://www.congress.gov/bill/113th-congress/senate-bill/383,113th Congress (2013-2014),"Murray, Patty [Sen.-D-WA]",1,"Cantwell, Maria [Sen.-D-WA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 381,https://www.congress.gov/bill/113th-congress/senate-bill/381,113th Congress (2013-2014),"Brown, Sherrod [Sen.-D-OH]",79,"Warren, Elizabeth [Sen.-D-MA]","Isakson, Johnny [Sen.-R-GA]","Barrasso, John [Sen.-R-WY]","Kaine, Tim [Sen.-D-VA]","Ayotte, Kelly [Sen.-R-NH]","Whitehouse, Sheldon [Sen.-D-RI]","Udall, Tom [Sen.-D-NM]","Coons, Christopher A. [Sen.-D-DE]","Rockefeller, John D., IV [Sen.-D-WV]","Casey, Robert P., Jr. [Sen.-D-PA]","Bennet, Michael F. [Sen.-D-CO]","Hirono, Mazie K. [Sen.-D-HI]","Chambliss, Saxby [Sen.-R-GA]","Pryor, Mark L. [Sen.-D-AR]","Heinrich, Martin [Sen.-D-NM]","Levin, Carl [Sen.-D-MI]","Cardin, Benjamin L. [Sen.-D-MD]","Udall, Mark [Sen.-D-CO]","Stabenow, Debbie [Sen.-D-MI]","Baldwin, Tammy [Sen.-D-WI]","McConnell, Mitch [Sen.-R-KY]","Durbin, Richard J. [Sen.-D-IL]","Schumer, Charles E. [Sen.-D-NY]","Cochran, Thad [Sen.-R-MS]","Grassley, Chuck [Sen.-R-IA]","Coats, Daniel [Sen.-R-IN]","Collins, Susan M. [Sen.-R-ME]","Enzi, Michael B. [Sen.-R-WY]","Roberts, Pat [Sen.-R-KS]","Crapo, Mike [Sen.-R-ID]","Murkowski, Lisa [Sen.-R-AK]","Alexander, Lamar [Sen.-R-TN]","Vitter, David [Sen.-R-LA]","Burr, Richard [Sen.-R-NC]","Thune, John [Sen.-R-SD]","Klobuchar, Amy [Sen.-D-MN]","Wicker, Roger F. [Sen.-R-MS]","Risch, James E. [Sen.-R-ID]","Gillibrand, Kirsten E. [Sen.-D-NY]","Kirk, Mark Steven [Sen.-R-IL]","Blunt, Roy [Sen.-R-MO]","Heller, Dean [Sen.-R-NV]","Sessions, Jeff [Sen.-R-AL]","McCaskill, Claire [Sen.-D-MO]","Johanns, Mike [Sen.-R-NE]","Flake, Jeff [Sen.-R-AZ]","Reid, Harry [Sen.-D-NV]","Begich, Mark [Sen.-D-AK]","Franken, Al [Sen.-D-MN]","King, Angus S., Jr. [Sen.-I-ME]","Wyden, Ron [Sen.-D-OR]","Johnson, Tim [Sen.-D-SD]","Graham, Lindsey [Sen.-R-SC]","Corker, Bob [Sen.-R-TN]","Manchin, Joe, III [Sen.-D-WV]","Reed, Jack [Sen.-D-RI]","Baucus, Max [Sen.-D-MT]","Lautenberg, Frank R. [Sen.-D-NJ]","Murray, Patty [Sen.-D-WA]","Cantwell, Maria [Sen.-D-WA]","Nelson, Bill [Sen.-D-FL]","Tester, Jon [Sen.-D-MT]","Boozman, John [Sen.-R-AR]","Schatz, Brian [Sen.-D-HI]","Hoeven, John [Sen.-R-ND]","Heitkamp, Heidi [Sen.-D-ND]","Rubio, Marco [Sen.-R-FL]","Sanders, Bernard [Sen.-I-VT]","Moran, Jerry [Sen.-R-KS]","Cornyn, John [Sen.-R-TX]","Blumenthal, Richard [Sen.-D-CT]","Shelby, Richard C. [Sen.-R-AL]","Shaheen, Jeanne [Sen.-D-NH]","Harkin, Tom [Sen.-D-IA]","Portman, Rob [Sen.-R-OH]","Hatch, Orrin G. [Sen.-R-UT]","Walsh, John E. [Sen.-D-MT]","Cruz, Ted [Sen.-R-TX]","Toomey, Patrick [Sen.-R-PA]",,,,,,,,,,,,,,,,,,,,
S. 376,https://www.congress.gov/bill/113th-congress/senate-bill/376,113th Congress (2013-2014),"Pryor, Mark L. [Sen.-D-AR]",4,"Thune, John [Sen.-R-SD]","Udall, Mark [Sen.-D-CO]","Udall, Tom [Sen.-D-NM]","Moran, Jerry [Sen.-R-KS]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 363,https://www.congress.gov/bill/113th-congress/senate-bill/363,113th Congress (2013-2014),"Wyden, Ron [Sen.-D-OR]",5,"Crapo, Mike [Sen.-R-ID]","Murkowski, Lisa [Sen.-R-AK]","Begich, Mark [Sen.-D-AK]","Merkley, Jeff [Sen.-D-OR]","Risch, James E. [Sen.-R-ID]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 354,https://www.congress.gov/bill/113th-congress/senate-bill/354,113th Congress (2013-2014),"Wyden, Ron [Sen.-D-OR]",1,"Merkley, Jeff [Sen.-D-OR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 352,https://www.congress.gov/bill/113th-congress/senate-bill/352,113th Congress (2013-2014),"Wyden, Ron [Sen.-D-OR]",1,"Merkley, Jeff [Sen.-D-OR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 330,https://www.congress.gov/bill/113th-congress/senate-bill/330,113th Congress (2013-2014),"Boxer, Barbara [Sen.-D-CA]",15,"Coburn, Tom [Sen.-R-OK]","Paul, Rand [Sen.-R-KY]","Baldwin, Tammy [Sen.-D-WI]","Enzi, Michael B. [Sen.-R-WY]","Warren, Elizabeth [Sen.-D-MA]","Burr, Richard [Sen.-R-NC]","Feinstein, Dianne [Sen.-D-CA]","Kirk, Mark Steven [Sen.-R-IL]","Landrieu, Mary L. [Sen.-D-LA]","Blumenthal, Richard [Sen.-D-CT]","Schatz, Brian [Sen.-D-HI]","Blunt, Roy [Sen.-R-MO]","Levin, Carl [Sen.-D-MI]","Pryor, Mark L. [Sen.-D-AR]","Harkin, Tom [Sen.-D-IA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 311,https://www.congress.gov/bill/113th-congress/senate-bill/311,113th Congress (2013-2014),"Landrieu, Mary L. [Sen.-D-LA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 309,https://www.congress.gov/bill/113th-congress/senate-bill/309,113th Congress (2013-2014),"Harkin, Tom [Sen.-D-IA]",83,"Cochran, Thad [Sen.-R-MS]","Wyden, Ron [Sen.-D-OR]","Begich, Mark [Sen.-D-AK]","Inhofe, James M. [Sen.-R-OK]","Manchin, Joe, III [Sen.-D-WV]","Kirk, Mark Steven [Sen.-R-IL]","Leahy, Patrick J. [Sen.-D-VT]","Risch, James E. [Sen.-R-ID]","Chambliss, Saxby [Sen.-R-GA]","Franken, Al [Sen.-D-MN]","Boxer, Barbara [Sen.-D-CA]","Pryor, Mark L. [Sen.-D-AR]","Klobuchar, Amy [Sen.-D-MN]","Wicker, Roger F. [Sen.-R-MS]","Hagan, Kay R. [Sen.-D-NC]","Coons, Christopher A. [Sen.-D-DE]","Heinrich, Martin [Sen.-D-NM]","Mikulski, Barbara A. [Sen.-D-MD]","Cardin, Benjamin L. [Sen.-D-MD]","Feinstein, Dianne [Sen.-D-CA]","Durbin, Richard J. [Sen.-D-IL]","Tester, Jon [Sen.-D-MT]","Levin, Carl [Sen.-D-MI]","Lautenberg, Frank R. [Sen.-D-NJ]","Murray, Patty [Sen.-D-WA]","Reed, Jack [Sen.-D-RI]","Crapo, Mike [Sen.-R-ID]","Schumer, Charles E. [Sen.-D-NY]","Stabenow, Debbie [Sen.-D-MI]","Murkowski, Lisa [Sen.-R-AK]","Coburn, Tom [Sen.-R-OK]","Casey, Robert P., Jr. [Sen.-D-PA]","Whitehouse, Sheldon [Sen.-D-RI]","Johanns, Mike [Sen.-R-NE]","Udall, Tom [Sen.-D-NM]","Warner, Mark R. [Sen.-D-VA]","Boozman, John [Sen.-R-AR]","Heller, Dean [Sen.-R-NV]","Heitkamp, Heidi [Sen.-D-ND]","Hirono, Mazie K. [Sen.-D-HI]","Warren, Elizabeth [Sen.-D-MA]","Collins, Susan M. [Sen.-R-ME]","Sessions, Jeff [Sen.-R-AL]","Carper, Thomas R. [Sen.-D-DE]","Blumenthal, Richard [Sen.-D-CT]","Brown, Sherrod [Sen.-D-OH]","Gillibrand, Kirsten E. [Sen.-D-NY]","Baucus, Max [Sen.-D-MT]","Grassley, Chuck [Sen.-R-IA]","Shelby, Richard C. [Sen.-R-AL]","Enzi, Michael B. [Sen.-R-WY]","Roberts, Pat [Sen.-R-KS]","Nelson, Bill [Sen.-D-FL]","Merkley, Jeff [Sen.-D-OR]","Shaheen, Jeanne [Sen.-D-NH]","Bennet, Michael F. [Sen.-D-CO]","Ayotte, Kelly [Sen.-R-NH]","Blunt, Roy [Sen.-R-MO]","Moran, Jerry [Sen.-R-KS]","Portman, Rob [Sen.-R-OH]","Rubio, Marco [Sen.-R-FL]","Baldwin, Tammy [Sen.-D-WI]","Kaine, Tim [Sen.-D-VA]","King, Angus S., Jr. [Sen.-I-ME]","Cowan, William M. [Sen.-D-MA]","Rockefeller, John D., IV [Sen.-D-WV]","Johnson, Tim [Sen.-D-SD]","Cornyn, John [Sen.-R-TX]","Alexander, Lamar [Sen.-R-TN]","Graham, Lindsey [Sen.-R-SC]","Vitter, David [Sen.-R-LA]","Burr, Richard [Sen.-R-NC]","Isakson, Johnny [Sen.-R-GA]","Barrasso, John [Sen.-R-WY]","Schatz, Brian [Sen.-D-HI]","Fischer, Deb [Sen.-R-NE]","Murphy, Christopher [Sen.-D-CT]","Landrieu, Mary L. [Sen.-D-LA]","Toomey, Patrick [Sen.-R-PA]","Donnelly, Joe [Sen.-D-IN]","McConnell, Mitch [Sen.-R-KY]","Udall, Mark [Sen.-D-CO]","Hoeven, John [Sen.-R-ND]",,,,,,,,,,,,,,,,
S. 304,https://www.congress.gov/bill/113th-congress/senate-bill/304,113th Congress (2013-2014),"Cochran, Thad [Sen.-R-MS]",1,"Wicker, Roger F. [Sen.-R-MS]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 298,https://www.congress.gov/bill/113th-congress/senate-bill/298,113th Congress (2013-2014),"Menendez, Robert [Sen.-D-NJ]",9,"Feinstein, Dianne [Sen.-D-CA]","Boxer, Barbara [Sen.-D-CA]","Inhofe, James M. [Sen.-R-OK]","Cardin, Benjamin L. [Sen.-D-MD]","Corker, Bob [Sen.-R-TN]","Rubio, Marco [Sen.-R-FL]","Donnelly, Joe [Sen.-D-IN]","Levin, Carl [Sen.-D-MI]","Murphy, Christopher [Sen.-D-CT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 287,https://www.congress.gov/bill/113th-congress/senate-bill/287,113th Congress (2013-2014),"Begich, Mark [Sen.-D-AK]",6,"Pryor, Mark L. [Sen.-D-AR]","Tester, Jon [Sen.-D-MT]","Blumenthal, Richard [Sen.-D-CT]","Boozman, John [Sen.-R-AR]","Shaheen, Jeanne [Sen.-D-NH]","Heller, Dean [Sen.-R-NV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 276,https://www.congress.gov/bill/113th-congress/senate-bill/276,113th Congress (2013-2014),"Risch, James E. [Sen.-R-ID]",1,"Crapo, Mike [Sen.-R-ID]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 256,https://www.congress.gov/bill/113th-congress/senate-bill/256,113th Congress (2013-2014),"Wyden, Ron [Sen.-D-OR]",1,"Murkowski, Lisa [Sen.-R-AK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 252,https://www.congress.gov/bill/113th-congress/senate-bill/252,113th Congress (2013-2014),"Alexander, Lamar [Sen.-R-TN]",12,"Mikulski, Barbara A. [Sen.-D-MD]","Landrieu, Mary L. [Sen.-D-LA]","Reed, Jack [Sen.-D-RI]","Isakson, Johnny [Sen.-R-GA]","Menendez, Robert [Sen.-D-NJ]","Bennet, Michael F. [Sen.-D-CO]","Coons, Christopher A. [Sen.-D-DE]","Schumer, Charles E. [Sen.-D-NY]","Tester, Jon [Sen.-D-MT]","Leahy, Patrick J. [Sen.-D-VT]","Harkin, Tom [Sen.-D-IA]","Wicker, Roger F. [Sen.-R-MS]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 247,https://www.congress.gov/bill/113th-congress/senate-bill/247,113th Congress (2013-2014),"Cardin, Benjamin L. [Sen.-D-MD]",3,"Mikulski, Barbara A. [Sen.-D-MD]","Schumer, Charles E. [Sen.-D-NY]","Gillibrand, Kirsten E. [Sen.-D-NY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 244,https://www.congress.gov/bill/113th-congress/senate-bill/244,113th Congress (2013-2014),"Hoeven, John [Sen.-R-ND]",1,"Heitkamp, Heidi [Sen.-D-ND]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 233,https://www.congress.gov/bill/113th-congress/senate-bill/233,113th Congress (2013-2014),"Gillibrand, Kirsten E. [Sen.-D-NY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 231,https://www.congress.gov/bill/113th-congress/senate-bill/231,113th Congress (2013-2014),"Portman, Rob [Sen.-R-OH]",7,"Udall, Tom [Sen.-D-NM]","Whitehouse, Sheldon [Sen.-D-RI]","Feinstein, Dianne [Sen.-D-CA]","Gillibrand, Kirsten E. [Sen.-D-NY]","Levin, Carl [Sen.-D-MI]","Stabenow, Debbie [Sen.-D-MI]","Warren, Elizabeth [Sen.-D-MA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 230,https://www.congress.gov/bill/113th-congress/senate-bill/230,113th Congress (2013-2014),"Portman, Rob [Sen.-R-OH]",4,"Udall, Mark [Sen.-D-CO]","Johnson, Tim [Sen.-D-SD]","Begich, Mark [Sen.-D-AK]","Shaheen, Jeanne [Sen.-D-NH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 229,https://www.congress.gov/bill/113th-congress/senate-bill/229,113th Congress (2013-2014),"Toomey, Patrick [Sen.-R-PA]",1,"Casey, Robert P., Jr. [Sen.-D-PA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 227,https://www.congress.gov/bill/113th-congress/senate-bill/227,113th Congress (2013-2014),"Leahy, Patrick J. [Sen.-D-VT]",17,"Lautenberg, Frank R. [Sen.-D-NJ]","Mikulski, Barbara A. [Sen.-D-MD]","Feinstein, Dianne [Sen.-D-CA]","Boxer, Barbara [Sen.-D-CA]","Durbin, Richard J. [Sen.-D-IL]","Reed, Jack [Sen.-D-RI]","Schumer, Charles E. [Sen.-D-NY]","Nelson, Bill [Sen.-D-FL]","Graham, Lindsey [Sen.-R-SC]","Menendez, Robert [Sen.-D-NJ]","Cardin, Benjamin L. [Sen.-D-MD]","Casey, Robert P., Jr. [Sen.-D-PA]","Klobuchar, Amy [Sen.-D-MN]","Whitehouse, Sheldon [Sen.-D-RI]","Shaheen, Jeanne [Sen.-D-NH]","Paul, Rand [Sen.-R-KY]","Murphy, Christopher [Sen.-D-CT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 166,https://www.congress.gov/bill/113th-congress/senate-bill/166,113th Congress (2013-2014),"McCaskill, Claire [Sen.-D-MO]",3,"Durbin, Richard J. [Sen.-D-IL]","Kirk, Mark Steven [Sen.-R-IL]","Blunt, Roy [Sen.-R-MO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 157,https://www.congress.gov/bill/113th-congress/senate-bill/157,113th Congress (2013-2014),"Murkowski, Lisa [Sen.-R-AK]",1,"Begich, Mark [Sen.-D-AK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 130,https://www.congress.gov/bill/113th-congress/senate-bill/130,113th Congress (2013-2014),"Enzi, Michael B. [Sen.-R-WY]",1,"Barrasso, John [Sen.-R-WY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 112,https://www.congress.gov/bill/113th-congress/senate-bill/112,113th Congress (2013-2014),"Murray, Patty [Sen.-D-WA]",1,"Cantwell, Maria [Sen.-D-WA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 47,https://www.congress.gov/bill/113th-congress/senate-bill/47,113th Congress (2013-2014),"Leahy, Patrick J. [Sen.-D-VT]",61,"Murray, Patty [Sen.-D-WA]","Mikulski, Barbara A. [Sen.-D-MD]","Collins, Susan M. [Sen.-R-ME]","Durbin, Richard J. [Sen.-D-IL]","Crapo, Mike [Sen.-R-ID]","Cantwell, Maria [Sen.-D-WA]","Murkowski, Lisa [Sen.-R-AK]","Casey, Robert P., Jr. [Sen.-D-PA]","Klobuchar, Amy [Sen.-D-MN]","McCaskill, Claire [Sen.-D-MO]","Shaheen, Jeanne [Sen.-D-NH]","Udall, Mark [Sen.-D-CO]","Bennet, Michael F. [Sen.-D-CO]","Coons, Christopher A. [Sen.-D-DE]","Kirk, Mark Steven [Sen.-R-IL]","Ayotte, Kelly [Sen.-R-NH]","Feinstein, Dianne [Sen.-D-CA]","Wyden, Ron [Sen.-D-OR]","Reed, Jack [Sen.-D-RI]","Cardin, Benjamin L. [Sen.-D-MD]","Tester, Jon [Sen.-D-MT]","Whitehouse, Sheldon [Sen.-D-RI]","Begich, Mark [Sen.-D-AK]","Hagan, Kay R. [Sen.-D-NC]","Udall, Tom [Sen.-D-NM]","Franken, Al [Sen.-D-MN]","King, Angus S., Jr. [Sen.-I-ME]","Warren, Elizabeth [Sen.-D-MA]","Baucus, Max [Sen.-D-MT]","Stabenow, Debbie [Sen.-D-MI]","Pryor, Mark L. [Sen.-D-AR]","Heitkamp, Heidi [Sen.-D-ND]","Levin, Carl [Sen.-D-MI]","Lautenberg, Frank R. [Sen.-D-NJ]","Harkin, Tom [Sen.-D-IA]","Rockefeller, John D., IV [Sen.-D-WV]","Reid, Harry [Sen.-D-NV]","Landrieu, Mary L. [Sen.-D-LA]","Schumer, Charles E. [Sen.-D-NY]","Menendez, Robert [Sen.-D-NJ]","Brown, Sherrod [Sen.-D-OH]","Sanders, Bernard [Sen.-I-VT]","Merkley, Jeff [Sen.-D-OR]","Warner, Mark R. [Sen.-D-VA]","Gillibrand, Kirsten E. [Sen.-D-NY]","Manchin, Joe, III [Sen.-D-WV]","Blumenthal, Richard [Sen.-D-CT]","Baldwin, Tammy [Sen.-D-WI]","Heinrich, Martin [Sen.-D-NM]","Hirono, Mazie K. [Sen.-D-HI]","Moran, Jerry [Sen.-R-KS]","Donnelly, Joe [Sen.-D-IN]","Kaine, Tim [Sen.-D-VA]","Murphy, Christopher [Sen.-D-CT]","Johnson, Tim [Sen.-D-SD]","Carper, Thomas R. [Sen.-D-DE]","Nelson, Bill [Sen.-D-FL]","Heller, Dean [Sen.-R-NV]","Schatz, Brian [Sen.-D-HI]","Boxer, Barbara [Sen.-D-CA]","Cowan, William M. [Sen.-D-MA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 42,https://www.congress.gov/bill/113th-congress/senate-bill/42,113th Congress (2013-2014),"Leahy, Patrick J. [Sen.-D-VT]",1,"Grassley, Chuck [Sen.-R-IA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 26,https://www.congress.gov/bill/113th-congress/senate-bill/26,113th Congress (2013-2014),"Hatch, Orrin G. [Sen.-R-UT]",1,"Lee, Mike [Sen.-R-UT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 25,https://www.congress.gov/bill/113th-congress/senate-bill/25,113th Congress (2013-2014),"Hatch, Orrin G. [Sen.-R-UT]",1,"Lee, Mike [Sen.-R-UT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 23,https://www.congress.gov/bill/113th-congress/senate-bill/23,113th Congress (2013-2014),"Levin, Carl [Sen.-D-MI]",1,"Stabenow, Debbie [Sen.-D-MI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3716,https://www.congress.gov/bill/112th-congress/senate-bill/3716,112th Congress (2011-2012),"Baucus, Max [Sen.-D-MT]",1,"Hatch, Orrin G. [Sen.-R-UT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3715,https://www.congress.gov/bill/112th-congress/senate-bill/3715,112th Congress (2011-2012),"Harkin, Tom [Sen.-D-IA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3709,https://www.congress.gov/bill/112th-congress/senate-bill/3709,112th Congress (2011-2012),"Vitter, David [Sen.-R-LA]",1,"Brown, Sherrod [Sen.-D-OH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3698,https://www.congress.gov/bill/112th-congress/senate-bill/3698,112th Congress (2011-2012),"Collins, Susan M. [Sen.-R-ME]",3,"Leahy, Patrick J. [Sen.-D-VT]","Akaka, Daniel K. [Sen.-D-HI]","Brown, Scott P. [Sen.-R-MA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
